Symbol,Trade Date,Broker,ADV,Volatility,Beta,Mkt Cap (MM),Side,Order Shares,Executed Shares,POV,P_avg,Pd,P0,Pn,VWAP
ADP,8/9/24,Broker B,2150195,0.35,0.787215412,115897,Sell,27500,27500,0.025911247,282.2,284.85,284.84,283.36,282.2340627
SYK,8/9/24,Broker E,1907405.125,0.37,0.750790775,129618,Sell,27800,27800,0.021194535,336.93,339.59,339.5,338.04,337.0584542
C,8/9/24,Broker C,20884940,0.6,1.245760441,117993,Buy,364900,364900,0.099009762,63.59,62.69,62.67,64.39,63.53181142
FI,8/9/24,Broker E,3409129.25,0.43,0.87523675,116342,Buy,96700,96700,0.183097192,209.94,207.46,207.55,211.95,209.8426574
DE,8/9/24,Broker B,1539067.125,0.43,0.961758375,119846,Sell,5400,4900,0.159885462,438.52,441.56,441.53,440.46,438.5396297
COP,8/9/24,Broker D,10939566,0.67,0.772891283,110678,Buy,493700,493700,0.167861385,89.51,87.55,87.61,90.41,89.51620102
AMAT,8/9/24,Broker C,8732342,0.7,1.516796589,110130,Buy,398000,398000,0.177836839,138.79,135.56,135.67,141.81,138.7749287
PANW,8/9/24,Broker D,5760672,0.58,1.216528773,105969,Sell,139600,139600,0.043053456,157.41,160.05,159.89,159.71,157.476061
MMC,8/9/24,Broker A,2447921.75,0.33,0.590217888,104508,Buy,58700,58700,0.071588495,214.49,212.1,212.06,215.17,214.3530045
CB,8/9/24,Broker B,2063046.375,0.31,0.533117235,112104,Buy,33700,33700,0.120743139,282.41,279.78,279.83,284.35,282.3721821
ETN,8/9/24,Broker E,3941023.75,0.6,1.268835664,101652,Buy,8800,8800,0.095571893,260.7,259.47,259.37,261.28,260.5802248
MDT,8/9/24,Broker D,8498045,0.29,0.682784915,104912,Sell,106700,106700,0.03307851,81.18,81.8,81.76,81.7,81.27498171
AMT,8/9/24,Broker A,3553526.5,0.31,0.532872975,102045,Buy,63500,63500,0.101921568,220.36,217.99,218.18,222.01,220.2462906
SO,8/9/24,Broker E,5008373,0.23,0.426127642,99270,Sell,238400,238400,0.06022784,89.49,90.23,90.22,89.66,89.61526652
BMY,8/9/24,Broker D,13893362,0.33,0.433606565,99581,Buy,194400,194400,0.035613885,49.32,48.94,48.92,49.44,49.26217891
MO,8/9/24,Broker C,12420729,0.23,0.458243698,97184,Sell,576400,576400,0.169964397,56.92,57.63,57.5,57.42,56.92415751
ELV,8/9/24,Broker D,1897402.5,0.34,0.451055408,92069,Sell,44400,37600,0.082629924,402.76,406.69,406.62,406.2,402.8541809
LMT,8/9/24,Broker D,1811621.75,0.34,0.528686762,107512,Buy,65800,65800,0.1511266,463.82,458.33,458.38,464.56,463.7943302
BX,8/9/24,Broker D,6410232,0.74,1.327261329,147576,Buy,76500,76500,0.15835022,122.11,120.22,120.36,123.23,122.0529729
PLD,8/9/24,Broker C,6284098,0.54,1.035050511,93652,Sell,257700,257700,0.039451613,96.75,98.63,98.55,97.27,96.71659052
CME,8/9/24,Broker B,3201366.75,0.23,0.449448019,93818,Buy,128500,128500,0.074615005,262.98,260.33,260.36,265.14,262.9419827
DUK,8/9/24,Broker E,4900300,0.24,0.36730212,93375,Buy,222700,222700,0.06050201,121.13,120.17,120.13,121.47,121.0869473
SBUX,8/9/24,Broker D,11626514,0.59,1.146592379,91644,Buy,451100,399300,0.091942539,82.07,80.68,80.63,83.22,82.04216252
CRWD,8/9/24,Broker A,4596504.5,0.73,1.664388299,89901,Buy,181100,181100,0.124189604,371.37,362.69,362.82,377.32,371.292761
ICE,8/9/24,Broker C,4024815.75,0.28,0.815884113,89064,Buy,148100,148100,0.123281255,156.79,155.03,155.12,158.02,156.8058666
CI,8/9/24,Broker C,1856092.125,0.26,0.510866761,88048,Sell,13100,13100,0.157784092,322.84,324.77,324.7,323.62,322.8572143
WELL,8/9/24,Broker E,3609059,0.31,0.67238766,93593,Buy,168400,168400,0.108758172,145.19,143.65,143.67,145.18,145.1121222
GEV,8/9/24,Broker A,4296794.5,0.8,1.5,85579,Sell,178000,178000,0.041657814,305.08,313.08,313.09,312.28,305.1870107
ADI,8/9/24,Broker A,4588623,0.77,1.321415544,86791,Buy,141800,133400,0.175343288,178.79,174.99,174.92,181.85,178.683416
MCK,8/9/24,Broker A,1129723.5,0.27,0.501902699,85534,Sell,20000,20000,0.112688993,676.18,682.49,682.39,677.67,676.2648147
MDLZ,8/9/24,Broker A,10405951,0.27,0.409132928,87785,Buy,135900,126300,0.057353344,68.37,67.76,67.82,68.62,68.24499907
CVS,8/9/24,Broker E,10635882,0.33,0.764965117,82270,Buy,156200,156200,0.16783193,65.82,65.17,65.37,65.88,65.71311048
WM,8/9/24,Broker B,1838091.625,0.25,0.538219333,91559,Buy,8500,8500,0.072946616,228.81,227.57,227.61,229.29,228.7401737
KLAC,8/9/24,Broker D,1346563.125,0.74,1.578629613,82496,Buy,8900,8000,0.189796203,627.82,620.8,620.82,629.37,627.7574411
AJG,8/9/24,Broker E,1667881.125,0.34,0.612837076,81682,Sell,15400,15400,0.066565427,317.33,319.4,319.14,318.46,317.3942396
INTC,8/9/24,Broker E,111931832,0.93,1.574641943,82154,Sell,534300,534300,0.191933993,18.52,18.84,18.72,18.68,18.59810976
LRCX,8/9/24,Broker C,13776550,0.81,1.61843729,80088,Buy,518300,518300,0.164730227,64.1,62.39,62.6,64.74,64.09734867
ORLY,8/9/24,Broker B,458705.9688,0.3,0.512424648,78334,Buy,17700,16700,0.096479671,1384.71,1368.5,1368.6,1388.71,1384.662568
AON,8/9/24,Broker E,1403522.25,0.28,0.581544459,76886,Sell,15800,15800,0.063067661,354.22,355.95,356.04,355.45,354.3009918
APH,8/9/24,Broker B,9046439,0.54,1.336825252,77057,Buy,32400,32400,0.100450159,64.16,63.59,63.63,64.5,64.12138672
CL,8/9/24,Broker E,5917938,0.3,0.457846314,76810,Buy,158500,142100,0.197073058,95.57,94.7,94.83,95.77,95.46842473
SHW,8/9/24,Broker E,2088853.375,0.36,0.941084564,81062,Sell,72300,72300,0.182580007,319.08,322.3,322.53,322.44,319.1591077
EQIX,8/9/24,Broker A,787754.5625,0.39,0.928478122,75633,Sell,6300,6300,0.053492664,766.37,773.2,773.39,767.86,766.4315555
MU,8/9/24,Broker E,28983996,1.04,1.875524879,74587,Buy,1402700,1402700,0.166046168,68.78,66.74,66.8,68.9,68.67800996
TDG,8/9/24,Broker C,314887.9063,0.42,0.995311379,73277,Sell,14000,14000,0.133680051,1286.32,1306.55,1306.64,1292.62,1286.329559
TT,8/9/24,Broker A,1656028.125,0.45,1.197039723,72305,Buy,20700,19400,0.095437789,326.04,322.37,322.41,329.26,325.8737646
ANET,8/9/24,Broker B,11877461,0.7,1.682001829,84968,Sell,349900,349900,0.05722607,66.18,67.67,67.55,67.11,66.30225113
NOC,8/9/24,Broker A,1115825.375,0.32,0.599564493,76585,Buy,27000,27000,0.179178509,537.52,531.33,531.53,541.64,537.4179073
PH,8/9/24,Broker C,1032480.313,0.68,1.207091451,70472,Buy,46900,46900,0.134841722,559.58,547.29,547.28,568.08,559.5848508
WMB,8/9/24,Broker C,8275608.5,0.39,0.808866858,68896,Buy,193400,193400,0.144429403,57.23,56.44,56.57,57.66,57.17122506
CDNS,8/9/24,Broker A,2427913.5,0.57,1.3736552,69006,Buy,100900,87300,0.168177647,256.35,251.56,251.53,257.52,256.2223289
MMM,8/9/24,Broker B,4530638,0.51,1.006646872,68003,Buy,17600,17600,0.101389196,127.17,126.09,126.14,127.52,127.1186434
CTAS,8/9/24,Broker A,2318209.75,0.41,0.948155165,80923,Buy,22700,22700,0.040943672,202.63,200.41,200.63,202.94,202.5222683
UPS,8/9/24,Broker A,6512738.5,0.48,0.871397614,81575,Sell,121100,121100,0.059675421,94.97,96.25,96.29,96.13,95.01914515
MSI,8/9/24,Broker A,948396.125,0.34,0.9049986,68847,Sell,24400,24400,0.178245155,407.17,412.35,412.1,409.96,407.2627227
GD,8/9/24,Broker C,1655810.125,0.36,0.714203775,73317,Buy,5000,4800,0.152409969,274.72,273.18,273.26,276,274.6853347
KKR,8/9/24,Broker B,7550706.5,0.9,1.628254652,87004,Sell,203900,203900,0.030265915,95.62,97.95,97.93,96.8,95.69607672
ZTS,8/9/24,Broker A,2779203.75,0.37,0.767200053,65522,Buy,73900,73900,0.198862863,148.92,146.85,147.03,149.74,148.8074653
NKE,8/9/24,Broker B,25678442,0.71,0.788271487,82833,Buy,71200,71200,0.106013801,56.59,56.12,56.07,56.64,56.49377546
MCO,8/9/24,Broker A,1041817.375,0.52,1.158737779,74348,Sell,21200,21200,0.03128834,407.05,413.3,413.2,410.77,407.1718604
CMG,8/9/24,Broker C,14388523,0.46,0.869820356,63064,Buy,500,500,0.149167612,46.6,46.53,46.54,46.64,46.59617717
CEG,8/9/24,Broker B,4398039.5,0.83,1.476271391,60695,Buy,50000,50000,0.095017377,195.85,192.61,192.66,197.22,195.8354131
SNPS,8/9/24,Broker A,1463162.375,0.54,1.399227858,62213,Sell,60200,60200,0.097542919,394.48,402.36,402.23,401.78,394.5617298
NEM,8/9/24,Broker B,13934138,0.49,1.032853365,62236,Buy,378800,378800,0.170807651,56.11,55.21,55.27,56.9,56.11820667
EOG,8/9/24,Broker D,4546741,0.56,0.80652982,60179,Sell,119400,119400,0.089457726,107.18,109.11,108.87,108.02,107.2130889
COF,8/9/24,Broker B,5593778,0.71,1.180324078,63005,Buy,100200,100200,0.126571647,167.99,165.16,165.14,169.02,167.9727046
ITW,8/9/24,Broker D,1335379.125,0.41,0.863521516,66773,Buy,12200,12200,0.099677672,229.36,227.61,227.48,230.1,229.2955341
DASH,8/9/24,Broker C,8294022.5,0.68,1.455383658,72765,Buy,23600,22100,0.191669735,173.47,171.82,172.03,173.83,173.4977964
FTNT,8/9/24,Broker E,5420590,0.6,1.176363707,71299,Sell,86300,86300,0.019525578,91.5,92.72,92.63,91.98,91.58159526
AZO,8/9/24,Broker D,164381.0938,0.3,0.586766005,59709,Buy,400,400,0.194846783,3583.16,3569.24,3569.26,3594.95,3583.109246
PYPL,8/9/24,Broker A,11983751,0.56,1.264015198,59636,Buy,109400,109400,0.076657543,61.1,60.29,60.37,61.06,60.94468602
PNC,8/9/24,Broker B,3215447.75,0.46,1.039765954,59414,Buy,152900,152900,0.170087853,152.76,150.13,150.13,154.77,152.7247165
ECL,8/9/24,Broker C,1645770.375,0.3,0.852666318,65664,Buy,41900,37200,0.064927866,233.79,231.51,231.58,235.83,233.7884174
HCA,8/9/24,Broker D,1648882.375,0.33,0.669401526,78197,Buy,76800,76800,0.098210735,321.56,317.61,317.53,322.48,321.4790347
ROP,8/9/24,Broker D,670314.9375,0.35,0.779269636,57910,Buy,19900,19900,0.05387644,545.4,539.27,539.32,545.47,545.2739264
USB,8/9/24,Broker E,15376011,0.5,1.192224503,58908,Sell,459900,459900,0.07245428,37.31,37.81,37.82,37.43,37.38879372
REGN,8/9/24,Broker D,1086888.625,0.39,0.743007243,61073,Buy,31300,30800,0.075537843,568.33,561.49,561.56,568.48,568.2567603
APD,8/9/24,Broker A,1285565.375,0.42,0.879582047,57305,Buy,49600,49600,0.048282633,261.68,257.58,257.61,261.77,261.5857035
TRV,8/9/24,Broker C,1616036.75,0.36,0.650661469,56549,Buy,46200,46200,0.087367231,252.56,249.59,249.6,252.83,252.5685735
AEP,8/9/24,Broker A,5192580,0.26,0.428053766,56352,Buy,122500,122500,0.116728838,106.4,105.53,105.38,107.24,106.3499578
BDX,8/9/24,Broker D,2398220.25,0.32,0.611429393,56454,Buy,71200,71200,0.130238447,198.67,196.61,196.6,199.88,198.5899522
APO,8/9/24,Broker E,5210564.5,0.84,1.517835021,68247,Sell,181400,181400,0.090693726,116.96,119.63,119.59,119.55,117.0426323
EMR,8/9/24,Broker D,3611822,0.55,1.123367548,54371,Sell,76900,76900,0.147090409,95.05,96.42,96.42,95.5,95.13136507
ADSK,8/9/24,Broker A,1828719.625,0.43,1.176352382,54160,Buy,52100,52100,0.032337646,257.94,254.27,254.24,259.53,257.8379593
BK,8/9/24,Broker D,4807429.5,0.46,1.002221107,53159,Sell,13800,12400,0.107589057,73.58,74.04,74,73.93,73.61448649
OKE,8/9/24,Broker D,4399638.5,0.61,0.982543945,51107,Buy,108000,108000,0.130323156,83.15,81.82,81.82,84.3,83.08424307
CSX,8/9/24,Broker E,17247650,0.38,0.81662339,51585,Buy,390800,361300,0.042425501,27.82,27.46,27.57,27.76,27.73418533
AFL,8/9/24,Broker E,2209897.75,0.37,0.651851058,57294,Buy,98000,95100,0.14674531,106.32,104.97,105.06,106.4,106.233985
KMI,8/9/24,Broker A,14069475,0.41,0.77816236,57307,Buy,643900,643900,0.075904169,26.37,25.79,25.94,26.37,26.27717486
CPRT,8/9/24,Broker E,5663842.5,0.31,1.003289819,56739,Buy,222700,222700,0.131547133,59.3,58.73,58.72,59.19,59.17170946
ALL,8/9/24,Broker C,2196536,0.42,0.638867438,49568,Buy,105800,97000,0.195976849,189.92,186.95,187.02,191,189.886365
O,8/9/24,Broker C,6787345.5,0.28,0.546792388,51687,Buy,40100,40100,0.12270777,58.38,57.96,58.05,58.54,58.32402789
JCI,8/9/24,Broker E,4893669.5,0.52,1.112372398,49147,Buy,34100,33800,0.192219147,75.1,74.45,74.54,75.3,75.01056084
HLT,8/9/24,Broker C,3031887.5,0.45,0.915118396,49023,Buy,139000,139000,0.194811158,208.13,204.59,204.74,211.05,208.1253127
MAR,8/9/24,Broker B,2279838,0.52,1.014037013,59395,Buy,9000,9000,0.180699868,217.69,215.69,215.89,218.68,217.6742565
HWM,8/9/24,Broker E,3149206.5,0.62,1.214276791,48321,Buy,50800,50800,0.023298172,121.05,119.47,119.54,121.34,120.9076592
NSC,8/9/24,Broker E,1405256,0.42,0.922046959,49532,Buy,52600,52600,0.041338447,221.8,218.94,219.03,222.71,221.7791507
COR,8/9/24,Broker B,2001972.375,0.23,0.437819302,54464,Sell,69100,69100,0.10773079,278.41,281.16,281.1,278.88,278.4689876
RSG,8/9/24,Broker C,1455583.875,0.28,0.62843889,74483,Buy,12900,12900,0.042029586,240.08,238.37,238.52,240.44,240.0528053
SLB,8/9/24,Broker B,21908206,0.69,0.939860463,47078,Sell,449400,449400,0.093482622,33.85,34.62,34.46,33.97,33.88492122
ABNB,8/9/24,Broker B,6031917,0.64,1.223857641,71612,Buy,181800,181800,0.077298076,113.86,111.61,111.73,115.13,113.7611141
CARR,8/9/24,Broker D,5284097.5,0.48,1.201488495,50267,Sell,107600,96700,0.061781149,57.47,58.18,58.17,57.82,57.52967292
AIG,8/9/24,Broker B,6132646.5,0.39,0.718751848,46340,Buy,188400,188400,0.195369114,80.62,79.38,79.55,80.76,80.56173404
DLR,8/9/24,Broker E,2638210.25,0.42,0.910633385,50244,Buy,9600,8200,0.044645933,147.07,146.34,146.46,147.3,146.9566756
RCL,8/9/24,Broker E,3211878.75,0.77,1.301109672,51454,Buy,58300,58300,0.063115845,192.49,189.51,189.48,193.36,192.4167643
EXC,8/9/24,Broker C,9899152,0.27,0.404019773,46671,Buy,12500,12500,0.084604099,46.38,46.23,46.23,46.53,46.40762608
KR,8/9/24,Broker E,8351748.5,0.33,0.378295392,47789,Buy,351500,351500,0.162746686,73.11,72.31,72.33,73.41,73.0067366
KMB,8/9/24,Broker A,2202193.5,0.27,0.478593826,46454,Sell,86000,86000,0.135300779,138.5,140.07,140.14,139.67,138.6054474
WDAY,8/9/24,Broker D,2488970.25,0.44,1.046601534,56951,Buy,109800,109800,0.054582956,217.48,214.1,214.15,219.65,217.3947682
FCX,8/9/24,Broker A,21833502,0.87,1.440998435,47352,Buy,156500,156500,0.097477817,33.63,32.95,33.13,33.54,33.50619195
TFC,8/9/24,Broker C,12838491,0.54,1.143862844,46093,Buy,635600,538500,0.119366763,35.94,35.31,35.29,35.99,35.88111122
FAST,8/9/24,Broker B,4317566.5,0.41,0.823430419,46056,Buy,122500,122500,0.134751402,81.28,80.29,80.19,82,81.24119429
PSA,8/9/24,Broker C,899280.375,0.35,0.74413836,50443,Buy,39200,39200,0.084062955,291.62,287.56,287.74,294.96,291.5887337
FICO,8/9/24,Broker C,192598.1719,0.51,1.182162404,44345,Sell,5800,5800,0.068201009,1787.54,1816.08,1816.03,1812.99,1787.607175
PAYX,8/9/24,Broker B,2656627.25,0.41,0.755127072,50567,Buy,28300,28300,0.013600081,141.86,140.39,140.49,142.82,141.8341732
PCAR,8/9/24,Broker E,3600774.75,0.46,0.874807894,45822,Buy,167200,167200,0.184727095,88.71,87.29,87.41,88.86,88.6344306
SPG,8/9/24,Broker E,2080938.375,0.52,1.014560699,48024,Sell,5500,5500,0.110239017,146.43,147.2,147.14,147.01,146.475077
ROST,8/9/24,Broker B,3821738.5,0.38,0.791156411,44554,Buy,113000,113000,0.115955602,137.34,135.49,135.58,138.25,137.363234
FDX,8/9/24,Broker C,2370554,0.6,0.871101379,49147,Sell,94900,94900,0.13871585,201.09,205.12,205.11,202.92,201.1302992
SRE,8/9/24,Broker C,5377201,0.39,0.737867653,45934,Buy,37800,37800,0.055097055,71.01,70.46,70.47,71.36,71.02536986
CCI,8/9/24,Broker D,4355920.5,0.42,0.537642241,44471,Buy,48800,48800,0.106189671,103.11,102.13,102.18,103.74,103.0420982
KVUE,8/9/24,Broker A,17303216,0.31,0.598850489,42729,Buy,784300,784300,0.127192152,22.72,22.27,22.42,22.71,22.61375102
AMP,8/9/24,Broker A,587742.8125,0.54,1.200113416,43226,Sell,12800,12800,0.173576609,444.06,451.15,451.11,445.08,444.178151
D,8/9/24,Broker D,5696607,0.35,0.531895697,44366,Buy,98300,98300,0.09128622,52.55,52.06,52.07,52.98,52.52999975
GWW,8/9/24,Broker A,300362.875,0.31,0.898724616,47149,Buy,800,700,0.059576784,984.11,978.78,978.8,984.84,984.0334372
GM,8/9/24,Broker E,17818398,0.47,1.023413062,42893,Buy,439100,439100,0.06818309,45.05,44.39,44.53,45.21,44.96583298
NXPI,8/9/24,Broker D,3608436.75,0.87,1.313321352,43496,Buy,86900,86900,0.125382456,175.16,171.5,171.53,176.78,175.1038845
TGT,8/9/24,Broker D,9577029,0.59,0.745406866,42724,Buy,405600,405600,0.149289249,95.63,93.78,93.83,96.4,95.54961258
MSCI,8/9/24,Broker B,605950.1875,0.44,0.953426242,41399,Sell,3400,3400,0.165253925,528.87,533.48,533.31,533.17,528.8837939
KDP,8/9/24,Broker A,14291824,0.25,0.479637235,47907,Buy,74200,69100,0.057890268,35.62,35.31,35.41,35.59,35.5103477
EW,8/9/24,Broker B,4871998.5,0.29,0.932674706,40680,Buy,25900,25900,0.173743784,69.75,69.2,69.33,69.89,69.68622705
MET,8/9/24,Broker B,4264862,0.57,0.970704496,47958,Buy,141200,141200,0.104332803,71.56,70.4,70.29,71.91,71.49460043
PEG,8/9/24,Broker C,3184916.75,0.3,0.649215996,40010,Sell,11800,11800,0.196805636,79.82,80.25,80.23,79.92,79.84643077
VRSK,8/9/24,Broker B,1055410.375,0.32,0.653001904,39793,Buy,6000,6000,0.024120706,286.39,284.35,284.49,287.95,286.3380066
LHX,8/9/24,Broker C,1484300.75,0.31,0.786988199,40194,Buy,38000,38000,0.168819734,216.3,214.12,214.11,216.49,216.2924263
CTVA,8/9/24,Broker C,3840735.75,0.42,0.811250389,40380,Buy,77700,77700,0.054581141,60.11,59.12,59.41,60.25,60.15444484
PSX,8/9/24,Broker D,3662350.5,0.67,0.967380404,39525,Buy,10500,10500,0.025052751,97.92,97.01,97.15,98.4,97.82486527
MNST,8/9/24,Broker E,6403771.5,0.29,0.588039458,56453,Sell,180700,180700,0.043770315,57.43,58.01,57.9,57.68,57.51540336
AXON,8/9/24,Broker B,729520.5,0.59,1.405653238,42188,Sell,20800,20800,0.147345063,532.07,541.93,541.64,538.56,532.0811438
MPC,8/9/24,Broker A,3156129.25,0.66,0.903885305,39477,Buy,95300,95300,0.177114716,129.25,126.72,126.71,131.02,129.1738323
XEL,8/9/24,Broker C,3795987.5,0.26,0.411776662,39727,Buy,33300,33300,0.177808931,69.56,68.97,69.13,69.7,69.5451267
DFS,8/9/24,Broker C,2594477.75,0.77,1.18055141,41593,Buy,122900,122900,0.106900242,169.34,165.31,165.2,169.86,169.3565726
YUM,8/9/24,Broker C,2512590.25,0.33,0.630044401,39132,Buy,118400,118400,0.118986568,142.36,140.51,140.5,144.08,142.330732
FIS,8/9/24,Broker D,4254328,0.48,0.729293287,40453,Sell,216500,200900,0.078762074,75,76.37,76.3,75.58,75.05559344
PWR,8/9/24,Broker C,1551233.25,0.53,1.243507385,37625,Buy,33500,33500,0.109962687,257.55,253.77,253.9,258.18,257.5403879
VST,8/9/24,Broker A,8435292,0.94,1.630477905,36234,Buy,167600,160500,0.081703011,108.99,106.52,106.63,109.78,108.8048777
OTIS,8/9/24,Broker B,2712143.75,0.37,0.794259965,38396,Sell,3500,3500,0.030650055,96.47,97.05,96.92,96.69,96.4985791
ED,8/9/24,Broker A,3002038.25,0.26,0.309197754,39968,Buy,49500,49500,0.146542472,112.03,110.96,111.07,112.77,111.9255767
CMI,8/9/24,Broker A,1025966.188,0.55,1.032185197,37770,Buy,26500,25000,0.024021742,278.8,274.21,274.3,279.65,278.6991303
URI,8/9/24,Broker D,761241.625,0.55,1.479452729,37278,Buy,12300,12300,0.086917451,577.84,570.6,570.51,579.19,577.8146276
TEL,8/9/24,Broker A,2187387,0.51,1.162813902,38413,Buy,18000,18000,0.031897717,130.52,128.75,129.1,131.09,130.423164
BKR,8/9/24,Broker C,8978361,0.68,0.912857592,37435,Buy,257400,244100,0.027039982,38.48,37.8,37.77,38.47,38.44971128
TRGP,8/9/24,Broker A,2373329,0.71,1.006133914,35801,Buy,103600,103600,0.107016006,168.65,164.54,164.71,169.72,168.5114834
PCG,8/9/24,Broker D,18206530,0.3,0.577123642,37009,Buy,725400,725400,0.043381389,17.08,16.84,16.89,17.1,17.06731982
F,8/9/24,Broker B,154269360,0.51,0.947989166,37658,Sell,5511500,4711300,0.129810732,9.37,9.47,9.52,9.44,9.404382326
AME,8/9/24,Broker C,1552392.625,0.38,0.908328295,35823,Sell,73800,73800,0.192077729,153.01,155.25,155.3,154.22,153.0264444
HES,8/9/24,Broker C,2205686.5,0.57,0.845936716,39072,Buy,45200,45200,0.082208866,128.14,126.32,126.26,129.24,128.1223148
ETR,8/9/24,Broker E,5055218.5,0.32,0.588191152,35935,Sell,81800,81800,0.137991185,79.86,80.51,80.42,80.18,79.96386466
PRU,8/9/24,Broker B,2169791,0.52,0.964037359,34333,Buy,45500,45500,0.050466597,98.36,96.87,96.95,98.61,98.27380743
SYY,8/9/24,Broker E,3494709.5,0.33,0.499918789,34951,Buy,129100,129100,0.066400411,72.22,71.44,71.49,72.5,72.10341618
TTWO,8/9/24,Broker E,1877009.375,0.37,0.942398071,36210,Buy,16400,16400,0.02871724,206.58,205.16,205.35,206.67,206.4434277
VLO,8/9/24,Broker D,4028594.5,0.69,1.000251889,34226,Buy,13500,13500,0.029208427,109.92,108.84,108.98,110.77,109.8913214
CBRE,8/9/24,Broker A,2165243.75,0.44,1.102758408,34651,Buy,57700,57700,0.191934904,117.27,115.56,115.6,117.93,117.1540575
ACGL,8/9/24,Broker A,1782318.875,0.41,0.650769889,33736,Buy,67800,66900,0.150520839,91.17,89.79,89.79,91.77,91.02342687
EA,8/9/24,Broker D,3472875.25,0.31,0.707976997,36989,Buy,187400,158200,0.080044287,143.78,141.93,142.08,144.74,143.6773257
WEC,8/9/24,Broker A,2579657.75,0.21,0.450434834,34130,Sell,45400,45400,0.063833465,106.15,106.96,106.97,106.64,106.2533684
DHI,8/9/24,Broker B,3912135,0.41,0.862580538,38054,Buy,42200,42200,0.076674962,122.06,120.76,120.87,123.05,122.0457962
CTSH,8/9/24,Broker D,4620921.5,0.45,0.897250831,33549,Buy,61500,61500,0.020089958,68.65,68.06,67.95,68.79,68.55007096
VICI,8/9/24,Broker E,8872924,0.29,0.661714256,33973,Buy,433200,433200,0.110993355,32.5,32.15,32.17,32.4,32.39633995
HIG,8/9/24,Broker E,1744182.625,0.36,0.681961477,32598,Sell,59200,58800,0.086587332,112.86,114.22,114.07,113.79,112.9971293
IDXX,8/9/24,Broker C,920356.4375,0.47,1.024811983,32955,Buy,27900,27900,0.100660757,412.77,406.65,406.75,414.55,412.7539618
CSGP,8/9/24,Broker B,3336447.5,0.46,1.052419782,32817,Buy,32100,32100,0.022630773,78.58,77.81,77.78,78.84,78.47750841
CHTR,8/9/24,Broker D,1460611,0.5,0.81772697,51101,Sell,66800,58300,0.157195915,317.06,322.43,322.4,318.7,317.12256
CAH,8/9/24,Broker D,2750151.25,0.3,0.615272462,31686,Buy,25700,25700,0.076661193,132.06,131.17,131.21,132.57,131.9955089
WTW,8/9/24,Broker D,719839.0625,0.32,0.564704597,31380,Buy,29700,29700,0.134580492,319.62,315.76,315.87,320.43,319.5581519
GLW,8/9/24,Broker A,7247951.5,0.55,1.127289295,34871,Buy,184500,184500,0.082107406,41.51,40.7,40.83,41.49,41.40798984
VMC,8/9/24,Broker B,1552427.25,0.32,0.91711092,30934,Sell,34200,34200,0.148339018,231.63,234.17,234.07,232.61,231.6842261
HUM,8/9/24,Broker A,1663929.125,0.52,0.504744947,29680,Buy,1600,1600,0.025384062,247.45,245.91,246.03,248.68,247.3820626
